ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
5455,2016,Hombre,(70 a 74),septiembre,jueves,Cundinamarca,Fusagasugá,Violenta - Muertes accidentales,Datos definitivos
5456,2016,Hombre,(30 a 34),septiembre,viernes,Cundinamarca,Jerusalén,Violenta - Muertes accidentales,Datos definitivos
5457,2016,Hombre,(65 a 69),septiembre,martes,Antioquia,Hispania,Violenta - Muertes accidentales,Datos definitivos
5458,2016,Hombre,(45 a 49),septiembre,miércoles,Nariño,Ipiales,Violenta - Muertes accidentales,Datos definitivos
5459,2016,Hombre,(60 a 64),septiembre,miércoles,Nariño,Guachucal,Violenta - Muertes accidentales,Datos definitivos
5460,2016,Mujer,(00 a 04),agosto,miércoles,Cundinamarca,La Mesa,Violenta - Muertes accidentales,Datos definitivos
5461,2016,Hombre,(15 a 17),septiembre,sábado,Huila,Tesalia,Violenta - Muertes accidentales,Datos definitivos
5462,2016,Hombre,(25 a 29),septiembre,sábado,Córdoba,Lorica,Violenta - Muertes accidentales,Datos definitivos
5463,2016,Hombre,(50 a 54),septiembre,jueves,Caldas,Manizales,Violenta - Muertes accidentales,Datos definitivos
5464,2016,Hombre,(50 a 54),septiembre,sábado,Caldas,Manizales,Violenta - Muertes accidentales,Datos definitivos
5465,2016,Hombre,(55 a 59),septiembre,jueves,Risaralda,Belén de Umbría,Violenta - Muertes accidentales,Datos definitivos
5466,2016,Hombre,(65 a 69),agosto,martes,Antioquia,Yarumal,Violenta - Muertes accidentales,Datos definitivos
5467,2016,Hombre,(25 a 29),septiembre,jueves,Antioquia,Barbosa,Violenta - Muertes accidentales,Datos definitivos
5468,2016,Mujer,(80 y más),septiembre,viernes,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5469,2016,Hombre,(70 a 74),septiembre,viernes,Antioquia,Bello,Violenta - Muertes accidentales,Datos definitivos
5470,2016,Hombre,(40 a 44),agosto,sábado,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5471,2016,Hombre,(50 a 54),septiembre,domingo,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5472,2016,Mujer,(80 y más),agosto,jueves,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5473,2016,Hombre,(35 a 39),septiembre,lunes,Antioquia,Caldas,Violenta - Muertes accidentales,Datos definitivos
5474,2016,Hombre,(20 a 24),septiembre,domingo,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5475,2016,Hombre,(05 a 09),septiembre,viernes,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5476,2016,Mujer,(00 a 04),septiembre,viernes,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5477,2016,Mujer,(05 a 09),septiembre,viernes,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5478,2016,Hombre,(45 a 49),agosto,martes,Caldas,La Dorada,Violenta - Muertes accidentales,Datos definitivos
5479,2016,Hombre,(70 a 74),septiembre,sábado,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5480,2016,Hombre,(25 a 29),septiembre,lunes,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5481,2016,Mujer,(35 a 39),septiembre,miércoles,Antioquia,Belmira,Violenta - Muertes accidentales,Datos definitivos
5482,2016,Hombre,(25 a 29),septiembre,miércoles,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5483,2016,Hombre,(80 y más),septiembre,sábado,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5484,2016,Mujer,(25 a 29),septiembre,viernes,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
5485,2016,Hombre,(40 a 44),septiembre,sábado,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5486,2016,Mujer,(65 a 69),septiembre,domingo,Antioquia,Bello,Violenta - Muertes accidentales,Datos definitivos
5487,2016,Mujer,(30 a 34),septiembre,jueves,Antioquia,Caldas,Violenta - Muertes accidentales,Datos definitivos
5488,2016,Hombre,(30 a 34),septiembre,viernes,Antioquia,Barbosa,Violenta - Muertes accidentales,Datos definitivos
5489,2016,Hombre,(00 a 04),septiembre,miércoles,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5490,2016,Hombre,(40 a 44),septiembre,viernes,Antioquia,Bello,Violenta - Muertes accidentales,Datos definitivos
5491,2016,Hombre,(35 a 39),septiembre,jueves,Antioquia,Caldas,Violenta - Muertes accidentales,Datos definitivos
5492,2016,Hombre,(60 a 64),septiembre,sábado,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
5493,2016,Hombre,(60 a 64),septiembre,jueves,Antioquia,Copacabana,Violenta - Muertes accidentales,Datos definitivos
5494,2016,Hombre,(80 y más),septiembre,domingo,Antioquia,Bello,Violenta - Muertes accidentales,Datos definitivos
5495,2016,Hombre,(30 a 34),septiembre,miércoles,Antioquia,Itagüí,Violenta - Muertes accidentales,Datos definitivos
5496,2016,Hombre,(35 a 39),septiembre,domingo,Córdoba,San José de Uré,Violenta - Muertes accidentales,Datos definitivos
5497,2016,Hombre,(30 a 34),septiembre,jueves,Antioquia,El Bagre,Violenta - Muertes accidentales,Datos definitivos
5498,2016,Hombre,(40 a 44),septiembre,miércoles,Sucre,Tolú Viejo,Violenta - Muertes accidentales,Datos definitivos
5499,2016,Mujer,(00 a 04),septiembre,miércoles,Córdoba,Tierralta,Violenta - Muertes accidentales,Datos definitivos
5500,2016,Hombre,(35 a 39),septiembre,jueves,Cundinamarca,Tocancipá,Violenta - Muertes accidentales,Datos definitivos
5501,2016,Mujer,(70 a 74),agosto,lunes,Guaviare,San José del Guaviare,Violenta - Muertes accidentales,Datos definitivos
5502,2016,Hombre,(30 a 34),septiembre,domingo,Boyacá,Güicán,Violenta - Muertes accidentales,Datos definitivos
5503,2016,Hombre,(70 a 74),septiembre,viernes,Santander,Málaga,Violenta - Muertes accidentales,Datos definitivos
5504,2016,Hombre,(75 a 79),agosto,domingo,Huila,Santa María,Violenta - Muertes accidentales,Datos definitivos
5505,2016,Mujer,(80 y más),agosto,sábado,Huila,Suaza,Violenta - Muertes accidentales,Datos definitivos
5506,2016,Hombre,(05 a 09),septiembre,viernes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
5507,2016,Hombre,(55 a 59),septiembre,martes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
5508,2016,Hombre,(40 a 44),septiembre,jueves,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
5509,2016,Mujer,(80 y más),septiembre,martes,Huila,Gigante,Violenta - Muertes accidentales,Datos definitivos
5510,2016,Mujer,(80 y más),septiembre,viernes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
5511,2016,Hombre,(80 y más),junio,lunes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
5512,2016,Hombre,(05 a 09),agosto,miércoles,Norte de Santander,La Playa,Violenta - Muertes accidentales,Datos definitivos
5513,2016,Hombre,(20 a 24),septiembre,viernes,Valle del Cauca,Candelaria,Violenta - Muertes accidentales,Datos definitivos
5514,2016,Mujer,(80 y más),agosto,miércoles,Putumayo,Sibundoy,Violenta - Muertes accidentales,Datos definitivos
5515,2016,Mujer,(80 y más),septiembre,lunes,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
5516,2016,Hombre,(00 a 04),septiembre,sábado,Nariño,San Andrés de Tumaco,Violenta - Muertes accidentales,Datos definitivos
5517,2016,Hombre,(65 a 69),septiembre,domingo,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
5518,2016,Hombre,(50 a 54),septiembre,martes,Nariño,Tangua,Violenta - Muertes accidentales,Datos definitivos
5519,2016,Mujer,(30 a 34),septiembre,jueves,Nariño,Samaniego,Violenta - Muertes accidentales,Datos definitivos
5520,2016,Mujer,(00 a 04),septiembre,viernes,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
5521,2016,Hombre,(60 a 64),septiembre,sábado,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
5522,2016,Hombre,(30 a 34),septiembre,martes,Nariño,Yacuanquer,Violenta - Muertes accidentales,Datos definitivos
5523,2016,Hombre,(35 a 39),septiembre,sábado,Risaralda,Dosquebradas,Violenta - Muertes accidentales,Datos definitivos
5524,2016,Hombre,(55 a 59),septiembre,martes,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
5525,2016,Hombre,(75 a 79),septiembre,lunes,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
5526,2016,Hombre,(35 a 39),septiembre,sábado,Risaralda,Dosquebradas,Violenta - Muertes accidentales,Datos definitivos
5527,2016,Hombre,(45 a 49),abril,viernes,Antioquia,Peñol,Violenta - Muertes accidentales,Datos definitivos
5528,2016,Mujer,(75 a 79),agosto,sábado,Huila,Pitalito,Violenta - Muertes accidentales,Datos definitivos
5529,2016,Hombre,(25 a 29),septiembre,sábado,Huila,Pitalito,Violenta - Muertes accidentales,Datos definitivos
5530,2016,Hombre,(35 a 39),agosto,miércoles,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
5531,2016,Hombre,(00 a 04),septiembre,viernes,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
5532,2016,Hombre,(00 a 04),septiembre,viernes,Cauca,Totoró,Violenta - Muertes accidentales,Datos definitivos
5533,2016,Hombre,(25 a 29),septiembre,martes,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
5534,2016,Hombre,(80 y más),septiembre,martes,Cauca,Florencia,Violenta - Muertes accidentales,Datos definitivos
5535,2016,Hombre,(35 a 39),septiembre,viernes,Cauca,Timbío,Violenta - Muertes accidentales,Datos definitivos
5536,2016,Hombre,(05 a 09),septiembre,miércoles,Meta,Puerto Gaitán,Violenta - Muertes accidentales,Datos definitivos
5537,2016,Hombre,(70 a 74),septiembre,jueves,Meta,Puerto López,Violenta - Muertes accidentales,Datos definitivos
5538,2016,Hombre,(50 a 54),septiembre,viernes,La Guajira,Riohacha,Violenta - Muertes accidentales,Datos definitivos
5539,2016,Hombre,(55 a 59),septiembre,jueves,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
5540,2016,Mujer,(55 a 59),septiembre,sábado,"Archipiélago de San Andrés, Providencia y Santa Catalina",San Andrés,Violenta - Muertes accidentales,Datos definitivos
5541,2016,Hombre,(30 a 34),septiembre,miércoles,"Archipiélago de San Andrés, Providencia y Santa Catalina",San Andrés,Violenta - Muertes accidentales,Datos definitivos
5542,2016,Hombre,(35 a 39),septiembre,sábado,Antioquia,San Carlos,Violenta - Muertes accidentales,Datos definitivos
5543,2016,Hombre,(40 a 44),septiembre,viernes,Santander,Socorro,Violenta - Muertes accidentales,Datos definitivos
5544,2016,Mujer,(30 a 34),septiembre,sábado,Antioquia,San Roque,Violenta - Muertes accidentales,Datos definitivos
5545,2016,Hombre,(35 a 39),agosto,miércoles,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
5546,2016,Mujer,(20 a 24),septiembre,martes,Magdalena,Santa Marta,Violenta - Muertes accidentales,Datos definitivos
5547,2016,Hombre,(20 a 24),septiembre,martes,Magdalena,Santa Marta,Violenta - Muertes accidentales,Datos definitivos
5548,2016,Hombre,(50 a 54),septiembre,lunes,Magdalena,Santa Marta,Violenta - Muertes accidentales,Datos definitivos
5549,2016,Hombre,(25 a 29),agosto,miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5550,2016,Hombre,(80 y más),septiembre,jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5551,2016,Mujer,(65 a 69),agosto,jueves,Boyacá,Buenavista,Violenta - Muertes accidentales,Datos definitivos
5552,2016,Hombre,(80 y más),septiembre,martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5553,2016,Hombre,(25 a 29),septiembre,martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5554,2016,Hombre,(45 a 49),septiembre,miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5555,2016,Hombre,(55 a 59),agosto,lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5556,2016,Hombre,(25 a 29),septiembre,viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5557,2016,Hombre,(65 a 69),julio,miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5558,2016,Hombre,(25 a 29),septiembre,jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5559,2016,Mujer,(25 a 29),septiembre,lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5560,2016,Hombre,(50 a 54),septiembre,martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5561,2016,Mujer,(80 y más),septiembre,jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5562,2016,Hombre,(65 a 69),septiembre,sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5563,2016,Hombre,(00 a 04),septiembre,sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5564,2016,Hombre,(35 a 39),septiembre,sábado,Boyacá,Duitama,Violenta - Muertes accidentales,Datos definitivos
5565,2016,Hombre,(55 a 59),septiembre,jueves,Tolima,Flandes,Violenta - Muertes accidentales,Datos definitivos
5566,2016,Hombre,(40 a 44),septiembre,miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5567,2016,Hombre,(35 a 39),septiembre,jueves,Cundinamarca,Chipaque,Violenta - Muertes accidentales,Datos definitivos
5568,2016,Hombre,(25 a 29),septiembre,domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5569,2016,Hombre,(18 a 19),septiembre,domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5570,2016,Hombre,(10 a 14),septiembre,domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5571,2016,Mujer,(50 a 54),septiembre,lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes accidentales,Datos definitivos
5572,2016,Hombre,(25 a 29),agosto,miércoles,Antioquia,Segovia,Violenta - Muertes accidentales,Datos definitivos
5573,2016,Hombre,(25 a 29),septiembre,miércoles,Sucre,Sincelejo,Violenta - Muertes accidentales,Datos definitivos
5574,2016,Hombre,(25 a 29),septiembre,lunes,Sucre,San Luis de Sincé,Violenta - Muertes accidentales,Datos definitivos
5575,2016,Hombre,(35 a 39),septiembre,viernes,Sucre,Galeras,Violenta - Muertes accidentales,Datos definitivos
5576,2016,Hombre,(20 a 24),septiembre,jueves,Sucre,Sincelejo,Violenta - Muertes accidentales,Datos definitivos
5577,2016,Mujer,(00 a 04),septiembre,sábado,Cundinamarca,Soacha,Violenta - Muertes accidentales,Datos definitivos
5578,2016,Hombre,(65 a 69),septiembre,viernes,Boyacá,Corrales,Violenta - Muertes accidentales,Datos definitivos
5579,2016,Hombre,(40 a 44),septiembre,viernes,Boyacá,Sogamoso,Violenta - Muertes accidentales,Datos definitivos
5580,2016,Hombre,(30 a 34),septiembre,viernes,Arauca,Tame,Violenta - Muertes accidentales,Datos definitivos
5581,2016,Hombre,(25 a 29),septiembre,domingo,Valle del Cauca,Tuluá,Violenta - Muertes accidentales,Datos definitivos
5582,2016,Mujer,(18 a 19),septiembre,lunes,Valle del Cauca,San Pedro,Violenta - Muertes accidentales,Datos definitivos
5583,2016,Hombre,(30 a 34),septiembre,viernes,Valle del Cauca,Tuluá,Violenta - Muertes accidentales,Datos definitivos
5584,2016,Mujer,(00 a 04),septiembre,jueves,Nariño,San Andrés de Tumaco,Violenta - Muertes accidentales,Datos definitivos
5585,2016,Hombre,(00 a 04),septiembre,miércoles,Nariño,Santa Bárbara,Violenta - Muertes accidentales,Datos definitivos
5586,2016,Hombre,(45 a 49),septiembre,viernes,Boyacá,Boyacá,Violenta - Muertes accidentales,Datos definitivos
5587,2016,Hombre,(40 a 44),julio,viernes,Boyacá,Chitaraque,Violenta - Muertes accidentales,Datos definitivos
5588,2016,Hombre,(40 a 44),septiembre,jueves,Cundinamarca,Guachetá,Violenta - Muertes accidentales,Datos definitivos
5589,2016,Mujer,(70 a 74),septiembre,miércoles,Cundinamarca,Susa,Violenta - Muertes accidentales,Datos definitivos
5590,2016,Hombre,(40 a 44),septiembre,martes,Antioquia,Uramita,Violenta - Muertes accidentales,Datos definitivos
5591,2016,Hombre,(35 a 39),septiembre,jueves,Cesar,Valledupar,Violenta - Muertes accidentales,Datos definitivos
5592,2016,Hombre,(10 a 14),septiembre,viernes,La Guajira,Fonseca,Violenta - Muertes accidentales,Datos definitivos
5593,2016,Hombre,(20 a 24),septiembre,lunes,Cesar,Valledupar,Violenta - Muertes accidentales,Datos definitivos
5594,2016,Hombre,(65 a 69),septiembre,viernes,Cesar,Curumaní,Violenta - Muertes accidentales,Datos definitivos
5595,2016,Hombre,(65 a 69),septiembre,domingo,Boyacá,Moniquirá,Violenta - Muertes accidentales,Datos definitivos
5596,2016,Hombre,(80 y más),septiembre,sábado,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
5597,2016,Hombre,(70 a 74),agosto,jueves,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
5598,2016,Hombre,(55 a 59),septiembre,miércoles,Meta,Villavicencio,Violenta - Muertes accidentales,Datos definitivos
5599,2016,Hombre,(40 a 44),septiembre,lunes,Meta,Restrepo,Violenta - Muertes accidentales,Datos definitivos
5600,2016,Hombre,(00 a 04),septiembre,lunes,Cundinamarca,Caparrapí,Violenta - Muertes accidentales,Datos definitivos
5601,2016,Hombre,(60 a 64),septiembre,sábado,Cundinamarca,La Peña,Violenta - Muertes accidentales,Datos definitivos
5602,2016,Hombre,(45 a 49),septiembre,lunes,Cundinamarca,Nocaima,Violenta - Muertes accidentales,Datos definitivos
5603,2016,Mujer,(25 a 29),septiembre,domingo,Casanare,Yopal,Violenta - Muertes accidentales,Datos definitivos
5604,2016,Hombre,(00 a 04),septiembre,lunes,Casanare,San Luis de Palenque,Violenta - Muertes accidentales,Datos definitivos
5605,2016,Hombre,(55 a 59),septiembre,lunes,Casanare,Yopal,Violenta - Muertes accidentales,Datos definitivos
5606,2016,Hombre,(50 a 54),septiembre,miércoles,Casanare,Nunchía,Violenta - Muertes accidentales,Datos definitivos
5607,2016,Hombre,(20 a 24),agosto,miércoles,Antioquia,Zaragoza,Violenta - Muertes accidentales,Datos definitivos
5608,2016,Hombre,(35 a 39),septiembre,domingo,Antioquia,Zaragoza,Violenta - Muertes accidentales,Datos definitivos
5609,2016,Hombre,(75 a 79),septiembre,sábado,Cundinamarca,Zipaquirá,Violenta - Muertes accidentales,Datos definitivos
5610,2016,Hombre,(35 a 39),octubre,domingo,Meta,Acacías,Violenta - Muertes accidentales,Datos definitivos
5611,2016,Hombre,(30 a 34),octubre,domingo,Meta,Acacías,Violenta - Muertes accidentales,Datos definitivos
5612,2016,Hombre,(00 a 04),octubre,martes,Cesar,Aguachica,Violenta - Muertes accidentales,Datos definitivos
5613,2016,Hombre,(25 a 29),octubre,domingo,Cesar,Gamarra,Violenta - Muertes accidentales,Datos definitivos
5614,2016,Mujer,(00 a 04),octubre,viernes,Cesar,Aguachica,Violenta - Muertes accidentales,Datos definitivos
5615,2016,Hombre,(30 a 34),octubre,domingo,Caldas,Anserma,Violenta - Muertes accidentales,Datos definitivos
5616,2016,Hombre,(55 a 59),octubre,martes,Quindío,Armenia,Violenta - Muertes accidentales,Datos definitivos
5617,2016,Hombre,(20 a 24),octubre,jueves,Quindío,Quimbaya,Violenta - Muertes accidentales,Datos definitivos
5618,2016,Hombre,(25 a 29),octubre,domingo,Santander,Florián,Violenta - Muertes accidentales,Datos definitivos
5619,2016,Hombre,(20 a 24),octubre,lunes,Boyacá,Santana,Violenta - Muertes accidentales,Datos definitivos
5620,2016,Hombre,(55 a 59),octubre,miércoles,Santander,Puerto Parra,Violenta - Muertes accidentales,Datos definitivos
5621,2016,Hombre,(40 a 44),octubre,domingo,Atlántico,Repelón,Violenta - Muertes accidentales,Datos definitivos
5622,2016,Hombre,(30 a 34),septiembre,miércoles,Sucre,Sincelejo,Violenta - Muertes accidentales,Datos definitivos
5623,2016,Mujer,(25 a 29),septiembre,martes,Atlántico,Barranquilla,Violenta - Muertes accidentales,Datos definitivos
5624,2016,Hombre,(30 a 34),octubre,miércoles,Atlántico,Barranquilla,Violenta - Muertes accidentales,Datos definitivos
5625,2016,Hombre,(45 a 49),octubre,sábado,Atlántico,Sabanalarga,Violenta - Muertes accidentales,Datos definitivos
5626,2016,Hombre,(30 a 34),octubre,lunes,Atlántico,Barranquilla,Violenta - Muertes accidentales,Datos definitivos
5627,2016,Hombre,(15 a 17),octubre,sábado,Atlántico,Luruaco,Violenta - Muertes accidentales,Datos definitivos
5628,2016,Hombre,(65 a 69),octubre,lunes,Risaralda,Mistrató,Violenta - Muertes accidentales,Datos definitivos
5629,2016,Hombre,(25 a 29),octubre,sábado,Risaralda,Mistrató,Violenta - Muertes accidentales,Datos definitivos
5630,2016,Hombre,(20 a 24),octubre,domingo,Santander,Floridablanca,Violenta - Muertes accidentales,Datos definitivos
5631,2016,Mujer,(75 a 79),octubre,martes,Santander,Bucaramanga,Violenta - Muertes accidentales,Datos definitivos
5632,2016,Hombre,(30 a 34),octubre,jueves,Santander,Simacota,Violenta - Muertes accidentales,Datos definitivos
5633,2016,Hombre,(35 a 39),octubre,viernes,Santander,Girón,Violenta - Muertes accidentales,Datos definitivos
5634,2016,Hombre,(15 a 17),octubre,miércoles,Bolívar,Santa Rosa del Sur,Violenta - Muertes accidentales,Datos definitivos
5635,2016,Hombre,(45 a 49),octubre,jueves,Santander,Los Santos,Violenta - Muertes accidentales,Datos definitivos
5636,2016,Hombre,(75 a 79),octubre,domingo,Santander,Santa Bárbara,Violenta - Muertes accidentales,Datos definitivos
5637,2016,Mujer,(20 a 24),octubre,jueves,Valle del Cauca,Buenaventura,Violenta - Muertes accidentales,Datos definitivos
5638,2016,Hombre,(70 a 74),octubre,sábado,Valle del Cauca,Sevilla,Violenta - Muertes accidentales,Datos definitivos
5639,2016,Hombre,(70 a 74),octubre,sábado,Valle del Cauca,Cali,Violenta - Muertes accidentales,Datos definitivos
5640,2016,Hombre,(35 a 39),octubre,domingo,Valle del Cauca,Cali,Violenta - Muertes accidentales,Datos definitivos
5641,2016,Hombre,(25 a 29),octubre,jueves,Valle del Cauca,Cali,Violenta - Muertes accidentales,Datos definitivos
5642,2016,Hombre,(80 y más),octubre,jueves,Valle del Cauca,Cali,Violenta - Muertes accidentales,Datos definitivos
5643,2016,Hombre,(80 y más),octubre,lunes,Valle del Cauca,Cali,Violenta - Muertes accidentales,Datos definitivos
5644,2016,Hombre,(18 a 19),octubre,lunes,Valle del Cauca,Jamundí,Violenta - Muertes accidentales,Datos definitivos
5645,2016,Hombre,(80 y más),agosto,martes,Valle del Cauca,Cali,Violenta - Muertes accidentales,Datos definitivos
5646,2016,Mujer,(65 a 69),octubre,domingo,Valle del Cauca,Cali,Violenta - Muertes accidentales,Datos definitivos
5647,2016,Hombre,(55 a 59),octubre,miércoles,Valle del Cauca,Yumbo,Violenta - Muertes accidentales,Datos definitivos
5648,2016,Hombre,(45 a 49),octubre,miércoles,Valle del Cauca,Jamundí,Violenta - Muertes accidentales,Datos definitivos
5649,2016,Hombre,(25 a 29),octubre,miércoles,Valle del Cauca,Jamundí,Violenta - Muertes accidentales,Datos definitivos
5650,2016,Hombre,(35 a 39),octubre,sábado,Valle del Cauca,Cali,Violenta - Muertes accidentales,Datos definitivos
5651,2016,Hombre,(30 a 34),octubre,viernes,Bolívar,Turbaco,Violenta - Muertes accidentales,Datos definitivos
5652,2016,Hombre,(18 a 19),octubre,lunes,Bolívar,Cartagena de Indias,Violenta - Muertes accidentales,Datos definitivos
5653,2016,Hombre,(18 a 19),octubre,miércoles,Bolívar,Cartagena de Indias,Violenta - Muertes accidentales,Datos definitivos
5654,2016,Mujer,(40 a 44),octubre,sábado,Antioquia,Zaragoza,Violenta - Muertes accidentales,Datos definitivos
5655,2016,Mujer,(80 y más),octubre,martes,Córdoba,Cereté,Violenta - Muertes accidentales,Datos definitivos
5656,2016,Mujer,(80 y más),octubre,martes,Córdoba,Cereté,Violenta - Muertes accidentales,Datos definitivos
5657,2016,Hombre,(80 y más),octubre,jueves,Boyacá,Buenavista,Violenta - Muertes accidentales,Datos definitivos
5658,2016,Hombre,(60 a 64),octubre,martes,Boyacá,San Pablo de Borbur,Violenta - Muertes accidentales,Datos definitivos
5659,2016,Hombre,(25 a 29),octubre,miércoles,Magdalena,Puebloviejo,Violenta - Muertes accidentales,Datos definitivos
5660,2016,Hombre,(45 a 49),octubre,jueves,Santander,Landázuri,Violenta - Muertes accidentales,Datos definitivos
5661,2016,Hombre,(55 a 59),octubre,martes,Cesar,Agustín Codazzi,Violenta - Muertes accidentales,Datos definitivos
5662,2016,Mujer,(20 a 24),octubre,domingo,Norte de Santander,El Zulia,Violenta - Muertes accidentales,Datos definitivos
5663,2016,Hombre,(65 a 69),septiembre,martes,Norte de Santander,Hacarí,Violenta - Muertes accidentales,Datos definitivos
5664,2016,Hombre,(35 a 39),octubre,martes,Norte de Santander,Puerto Santander,Violenta - Muertes accidentales,Datos definitivos
5665,2016,Hombre,(80 y más),octubre,martes,Sin información,Sin información,Violenta - Muertes accidentales,Datos definitivos
5666,2016,Hombre,(35 a 39),octubre,martes,Norte de Santander,Sardinata,Violenta - Muertes accidentales,Datos definitivos
5667,2016,Hombre,(70 a 74),octubre,martes,Norte de Santander,Bochalema,Violenta - Muertes accidentales,Datos definitivos
5668,2016,Mujer,(00 a 04),octubre,sábado,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
5669,2016,Hombre,(15 a 17),octubre,miércoles,Norte de Santander,San Cayetano,Violenta - Muertes accidentales,Datos definitivos
5670,2016,Hombre,(60 a 64),octubre,miércoles,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
5671,2016,Hombre,(80 y más),octubre,sábado,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
5672,2016,Hombre,(65 a 69),octubre,lunes,Norte de Santander,Ocaña,Violenta - Muertes accidentales,Datos definitivos
5673,2016,Hombre,(45 a 49),octubre,sábado,Boyacá,Tuta,Violenta - Muertes accidentales,Datos definitivos
5674,2016,Hombre,(25 a 29),octubre,lunes,Magdalena,El Banco,Violenta - Muertes accidentales,Datos definitivos
5675,2016,Hombre,(35 a 39),octubre,miércoles,Magdalena,San Zenón,Violenta - Muertes accidentales,Datos definitivos
5676,2016,Hombre,(55 a 59),octubre,lunes,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
5677,2016,Hombre,(65 a 69),octubre,miércoles,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
5678,2016,Hombre,(80 y más),octubre,domingo,Tolima,Espinal,Violenta - Muertes accidentales,Datos definitivos
5679,2016,Hombre,(20 a 24),octubre,miércoles,Cundinamarca,Villeta,Violenta - Muertes accidentales,Datos definitivos
